,10Percentile,90Percentile,Energy,Entropy,InterquartileRange,Kurtosis,Maximum,MeanAbsoluteDeviation,Mean,Median,Minimum,Range,RobustMeanAbsoluteDeviation,RootMeanSquared,Skewness,TotalEnergy,Uniformity,Variance,Autocorrelation,ClusterProminence,ClusterShade,ClusterTendency,Contrast,Correlation,DifferenceAverage,DifferenceEntropy,DifferenceVariance,Id,Idm,Idmn,Idn,Imc1,Imc2,InverseVariance,JointAverage,JointEnergy,JointEntropy,MCC,MaximumProbability,SumAverage,SumEntropy,SumSquares,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelRunEmphasis,LongRunEmphasis,LongRunHighGrayLevelEmphasis,LongRunLowGrayLevelEmphasis,LowGrayLevelRunEmphasis,RunEntropy,RunLengthNonUniformity,RunLengthNonUniformityNormalized,RunPercentage,RunVariance,ShortRunEmphasis,ShortRunHighGrayLevelEmphasis,ShortRunLowGrayLevelEmphasis,HighGrayLevelZoneEmphasis,LargeAreaEmphasis,LargeAreaHighGrayLevelEmphasis,LargeAreaLowGrayLevelEmphasis,LowGrayLevelZoneEmphasis,SizeZoneNonUniformity,SizeZoneNonUniformityNormalized,SmallAreaEmphasis,SmallAreaHighGrayLevelEmphasis,SmallAreaLowGrayLevelEmphasis,ZoneEntropy,ZonePercentage,ZoneVariance,quality
img00011,0.0,113.0,11341126024.0,2.484267116929533,56.0,3.1865665377502173,239.0,34.52033555876787,52.080386698011885,43.0,0.0,239.0,26.823889947031162,67.44060941450853,0.7694011543034806,11341126024.0,0.20918082564178025,1835.8691195858437,8.750326422741303,231.1443683016935,19.34429094305469,8.066763270777132,1.4463024639297546,0.683599545610891,0.7531857878639474,1.3980385703880127,0.6715859394259981,0.7246850002734955,0.6921373654923207,0.9862701773333332,0.9365723130549208,-0.50242334524003,0.9323567257663881,0.27714456540509436,2.663414406016491,0.12428017757700902,3.6410956137311428,0.8936373350911843,0.23820388753312438,5.326828812032982,3.0470881389416933,2.3782664336767207,1544.3971111576302,0.1616492684904365,3.7867627284267926,12.53095826066819,403.5614562056763,2415.9892396094588,222.4807737111601,0.2581080560911032,4.345196896523389,826929.3219261094,0.46559703612100695,0.5471750708127207,337.8141946550864,0.6547350679206569,9.421552945979169,0.12461444429321698,16.13219593887377,101869304.79966506,577225294.2836509,36735765.16666099,0.2949783961627356,1494.249947665899,0.15640045506237168,0.3811616710094251,6.094891109128874,0.11350809099594815,6.43072939320826,0.0038315282560169913,101801187.73345798,1
img00012,0.0,117.0,12162129178.0,2.5136423288446896,57.0,3.002108677651769,241.0,35.21936910784247,54.59994176911212,46.0,0.0,241.0,27.673502776828506,69.8390308056182,0.6690133642868296,12162129178.0,0.20494276431693947,1896.336582677653,9.266608797813268,230.66692445071698,17.422646971193384,8.1777084659055,1.5785171156188038,0.6631508277280124,0.7840839779025184,1.4064935551822637,0.734644045075463,0.723369653065886,0.6866067196001306,0.985059887766998,0.9344893674220918,-0.5501431993703033,0.952067537779257,0.24389965159386837,2.7595309627648437,0.12711290223875749,3.57951655429985,0.9696194967316665,0.2426161943229688,5.519061925529687,2.999921615072487,2.439056395381077,1517.963474025974,0.1540141511795834,3.5730759029867767,13.760375436512467,435.0013104220413,2694.8165621677226,234.41229291999844,0.2116321048772422,4.299156024234708,797874.4523947675,0.45446913731422484,0.5407440683375685,361.7254572688761,0.6494442005510769,10.239504024269372,0.09239873074839336,17.674411525974026,96656944.79099026,577307952.9867086,32108560.201097477,0.2361011405796761,1604.4316152597403,0.16278729862619118,0.39108587538728395,6.97836868625516,0.09356687798872618,6.423422086070688,0.003952642086173693,96592938.15257564,1
img00013,0.0,127.0,14464406634.0,2.5982388431456886,91.0,2.7764492832470413,255.0,42.6710375653035,56.163110652322295,54.0,0.0,255.0,35.85259416328881,76.16294158026011,0.6018530866877956,14464406634.0,0.2028139649348566,2646.498672013114,11.516113259841715,464.0680035149883,29.652717102458457,12.929951399422553,0.952510418090263,0.860410438143094,0.5846807944372153,1.233141472625558,0.4886844727911065,0.7623036273774993,0.7433242187849856,0.9924224952416565,0.9535475166258771,-0.6244106588245226,0.9735161387745989,0.3179646951673813,2.9191943258237436,0.1579478610431773,3.5403320233136886,0.9940089063126205,0.34280465074050154,5.838388651647487,3.0181455225114058,3.4706154543782057,861.1398923904688,0.16547653581676958,3.5655740410764265,16.55424508459617,644.8776550059273,3062.3187247456726,499.3409065179862,0.2100830666020775,4.4044579924901,801463.7444067881,0.4659927110599009,0.5216187569846371,556.9501105310688,0.6384880073033598,12.120528957464407,0.07188280749221658,22.638162951575712,235552631.49116063,1349663139.8166795,152705577.01072323,0.11973746002904186,711.3677940046118,0.1366963478102636,0.3538144801531541,7.825503382290487,0.046379255976325265,6.686445965809459,0.0020870078547532366,235323042.09130788,1
img00014,0.0,120.0,12766913861.0,2.5376414095955813,83.0,3.002691025969578,255.0,39.73652121917023,52.48789743984613,49.0,0.0,255.0,32.88506474407924,71.55440288900918,0.6838025996762968,12766913861.0,0.20873256570025886,2365.05319514684,10.24794549107514,396.94577785895547,28.525076926817402,11.366592233614575,0.9653319746736264,0.840575853422332,0.583018152374411,1.2383173172888822,0.5026227971076638,0.7646156313098156,0.7454894858067344,0.9923336673116647,0.9537673813926213,-0.6223501811666243,0.9711913526281521,0.3116400337806976,2.7654267970116853,0.16179903914140764,3.465776806430878,0.9947041908887694,0.34273799876178934,5.530853594023371,2.9425772443167215,3.0829810520720495,903.9636711281071,0.19204666903082793,2.814859317735917,14.94441789888944,699.6988988962942,2961.461828118453,535.605637797196,0.21994828750869866,4.3630794487044975,786614.4426561131,0.4591614884253953,0.5177224454776448,600.5304802973626,0.6332039081507536,10.858269054526941,0.07710314871839324,21.70512003399193,267375141.4833227,1351533237.9392395,172083280.932373,0.09939457173207829,652.4072657743786,0.13860362561597164,0.35721083736894615,7.708904883409137,0.036752876029112376,6.522115291440932,0.0018876913859191939,267094508.95308274,1
img00015,0.0,116.0,10445351075.0,2.25242140807749,71.0,3.85512902451782,248.0,39.264300082658046,42.29754259236534,25.0,0.0,248.0,27.609314263920353,64.72244551717812,1.2542346071567987,10445351075.0,0.3024341192391035,2399.9128443711297,7.378871659319438,447.90289702942084,42.83081774340191,10.173214898370658,2.100263474885821,0.6393280106986553,0.888918777301886,1.5351689088634084,0.9977702846890595,0.711637643710906,0.6729389660883631,0.980573004583149,0.9276752101035257,-0.5200993413685012,0.9266584882725485,0.23531019499294162,2.315113062561525,0.1955391821439726,3.3200027761768607,0.8124518557908449,0.39296212548373355,4.630226125123048,2.785243989625956,3.0683695933141206,1026.0593837535014,0.14370579604390776,4.372326558074211,12.573210487027136,1047.63949690019,3449.466945036526,887.8421864413376,0.3880045235035499,4.370495629913087,957519.0563916106,0.5322410930449781,0.5440737423426968,924.1301401592422,0.6825609960525009,9.199115259531409,0.2237863499348527,19.261764705882353,251052114.32661065,537316658.7165266,219228174.14288846,0.23440152774072592,1085.4792717086834,0.15202790920289685,0.371542970360457,7.119073856631324,0.08461086651640368,6.559118371639418,0.0028634196931087833,250930150.796797,1
img00016,0.0,122.0,10521806138.0,2.289543517509324,72.0,3.315847086044121,238.0,39.254388831004825,43.36519910391807,28.0,0.0,238.0,28.049794971728176,64.9588826022944,1.1121769187827566,10521806138.0,0.28334016967548353,2339.115935616209,7.533290333965553,345.0533757820746,34.73822446126737,9.836264558909848,2.0208714710463522,0.6403332627840683,0.8753805239024481,1.5178766553509027,0.9566680765792885,0.7132041557880443,0.6743952066028248,0.9812106191451669,0.9285059458855532,-0.5330430643493721,0.9358504656044706,0.23375419020302243,2.3618927262888834,0.18567565311454098,3.3418288929664444,0.8217783139121372,0.3813339853109132,4.723785452577767,2.8098878677341697,2.9642840074890504,1285.8173805090007,0.15962971825065184,4.404586469265267,12.267788108425359,840.4080617404591,3252.3254863799634,674.3562222603603,0.3784932701812889,4.31661304792199,942548.6004294212,0.5283067087113454,0.543440347243161,741.009409711789,0.6827748089793719,9.213840273262491,0.20898622512336315,17.90006207324643,203294327.5972688,504302573.14562386,170522808.39110664,0.29778677259233916,1303.4566108007448,0.16181956682814957,0.38601698341662494,6.904443833514216,0.10955085193070853,6.387709602278159,0.0032303705361332283,203198498.95850718,1
img00017,0.0,146.0,20279394747.0,2.8633270306102374,67.0,2.727999178991619,255.0,43.61684136310677,72.22842509510645,67.0,0.0,255.0,35.8530562792304,90.18221383555095,0.45384250388204633,20279394747.0,0.15451603127382996,2915.8863005616386,15.088790386166538,554.2382692509753,26.294331008442953,14.263732178851992,1.549773723843393,0.7991988109631111,0.7972751072780502,1.4029916184334192,0.6848588534796449,0.7118951975230513,0.6752769900194194,0.9877577719486363,0.9382032471433734,-0.5560442050821054,0.9668707731685997,0.2701440984736218,3.450951488948744,0.09443635083161808,4.081419005020103,0.9922477200424905,0.21348116091040187,6.901902977897488,3.38103147112939,3.9533764756738474,1270.250505504381,0.1426927101218132,4.079172745026967,20.575970085481078,327.3153690152442,2792.867221860547,182.0228228071219,0.1561308325392212,4.5126558095323706,875872.6456480811,0.48282236352677554,0.5586347960219136,275.0478365860798,0.6619933182590052,15.368763403122058,0.061034077157958826,26.45158391372725,81496034.30554931,912025641.8459897,23372977.351731397,0.09345178729868811,1283.2031004268704,0.14414773089495286,0.3649000592980511,9.386989821364535,0.035627268911111204,6.769103156827656,0.0035700507154137803,81417573.77713332,1
img00018,0.0,133.0,16175711354.0,2.7317696487142524,63.0,2.839957460635766,255.0,39.64578734361841,63.922303472758614,57.0,0.0,255.0,31.981349189891148,80.54249747376782,0.538709642868108,16175711354.0,0.1682749016365746,2401.033018048448,12.228198310284338,372.1911632020328,22.00095793793218,11.328468918236448,1.5312515543962653,0.7545926387093073,0.7933049815711561,1.4179433153500212,0.6774415476933666,0.710368363707378,0.6755841075768275,0.9879183463953886,0.9384262660686271,-0.5497375286568619,0.9617898500440105,0.28761609186524206,3.1269304282749917,0.10306288169531341,3.905907681905732,0.9862985299765346,0.21468037938920645,6.253860856549983,3.2416391883508098,3.214930118158179,1399.5859977382543,0.14388670687141505,3.7635729074971143,17.009915652212808,296.56541615938164,2046.7146913992597,175.23239881979745,0.17453914129994547,4.339773062675065,900755.8016025872,0.4929684906576884,0.5638912164585489,248.66674692240835,0.6687478906610946,12.778010552406048,0.0741182961717617,22.002364552277168,76519101.63441965,660199315.833556,24626667.695456598,0.14954005123563086,1481.4971728179294,0.15230771798272125,0.37543472313260623,8.232527982986579,0.05939787781085534,6.648590453308923,0.0039009080328948373,76453386.01938465,1
img00019,0.0,130.0,12701453864.0,2.525505991273844,82.0,3.0638780091911233,253.0,41.02492778089245,50.286763862520566,40.0,0.0,253.0,31.29756394735514,71.37072614006767,0.9037089572183985,12701453864.0,0.21812505137613514,2565.0219299956398,9.392212766506898,405.7260099988731,33.909560971562136,11.144106633085213,1.7694556283101002,0.7143511036056653,0.7855077658934502,1.450956102490725,0.9204841703644787,0.7404017440737847,0.7035506364288592,0.9861967470219131,0.9404860032732607,-0.6087397330997214,0.9683639908902765,0.20115462054110372,2.654703466333577,0.1643433186929484,3.4709158409094227,0.9774345595345567,0.3438315461635243,5.309406932667154,2.95539017496609,3.228390565348828,1531.8801520608242,0.15324931493205526,4.2023624475800725,15.129036680600022,651.4433154265116,2875.193145192318,492.0617039646464,0.2497431641695781,4.37898678348047,752346.1551106487,0.4523821216772774,0.5139155040078311,570.4889003544828,0.6418885461716516,11.304129226226056,0.09740586378123281,18.863845538215287,121982571.95998399,452212730.93587434,83697140.50730285,0.24142075732375523,1533.9249699879952,0.1534538785502196,0.3764114576475869,7.072699790044782,0.09115804256268534,6.568002091194987,0.004008787570352297,121920345.66926277,1
img00020,0.0,136.0,14102114794.0,2.600683282443793,90.0,2.7105226500259283,252.0,43.053981291840884,53.80880457441322,44.0,0.0,252.0,33.92183984700983,75.20306144278297,0.7654170929203121,14102114794.0,0.203882660798497,2760.113000639599,10.465292519718496,423.0350612071895,31.411105586665375,12.196371321339738,1.842786140797339,0.7267035287259075,0.8335688985308434,1.476929025945879,0.8842570680494004,0.7210203685350446,0.682590740104366,0.9855906241067746,0.9366536725123573,-0.6291996710975399,0.9742853592224694,0.22678196527077807,2.806449942696051,0.1590701401475845,3.519571675010645,0.9910626236861753,0.3425360102778281,5.612899885392102,2.9599817830382085,3.509789365534269,1313.434773241409,0.14148817981702133,3.8791845191424073,16.45147075075394,679.177350870529,3144.401469321958,495.72884946855453,0.22406838669132279,4.307361056646543,887785.9118899413,0.5063575232790023,0.5368637366991502,598.8192700580731,0.6707166251039666,12.26739875906026,0.08973798941793304,22.409134977916622,126382938.53538726,558391595.8621136,87584367.04869446,0.14550435418169247,1455.1023376063772,0.15674914764692202,0.3806663273064776,8.436997070599269,0.05891482088278965,6.586854108781513,0.0037228466402141227,126310786.31380145,1
img00021,0.0,136.0,16206883680.0,2.7361650823465116,72.0,2.7450635734510995,255.0,41.720716478414815,62.47281796591327,54.0,0.0,255.0,33.546029675260776,80.62006712439656,0.632445808000172,16206883680.0,0.17130171861081192,2596.74223854007,12.464431368889134,438.9344476968059,28.19322154737963,12.379500021222015,1.6967129558630003,0.7528695570940998,0.8790596702450357,1.4418440935713859,0.64579709434863,0.6786251849539374,0.640899117527137,0.9866043480589602,0.9317709264918412,-0.5084356462882155,0.9501693874682923,0.3254539188706654,3.1294939644370037,0.09941763713837606,4.057532272486413,0.9125837671751342,0.22137974793205023,6.258987928874007,3.3157969415212802,3.5190532442712534,1722.2186098654709,0.13790988227622283,4.808196650334609,16.40754524303366,261.3119157461049,1767.7141998113777,162.58669719273684,0.21904137780196287,4.349328407736824,1123435.8475234946,0.5743024578041919,0.6009426086413576,218.96129794052305,0.7124640556884712,12.50183828008159,0.11704017314824593,19.951313260730302,62039831.07222934,539022804.1949071,21588629.470966443,0.26242808336711704,1925.0661434977578,0.15415327862730283,0.3787397986404768,7.57880295571205,0.09650500926728198,6.67145983842805,0.005008177188731441,61999961.586988695,1
